"tid","user_id","poi_name"
10026,354,Lindsay Park Building 3
10026,354,Lindsay Park Building 3
10026,354,MTA Subway - Flushing Ave (J/M)
10026,354,MTA Subway  - Lorimer St (J/M)
10026,354,MTA Subway - Hewes St (J/M/Z)
10026,354,MTA Subway - Marcy Ave (J/M/Z)
10026,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10026,354,Williamsburg Bridge
10026,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10026,354,MTA Subway - Neptune Ave (F)
10026,354,MTA Subway - W 8th St/NY Aquarium (F/Q)
10026,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10026,354,Coney Island Beach & Boardwalk
10026,354,Coney Island Beach & Boardwalk
10026,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10026,354,MTA Subway - W 8th St/NY Aquarium (F/Q)
10026,354,MTA Subway - Neptune Ave (F)
10026,354,MTA Subway - Avenue X (F)
10026,354,MTA Subway - Avenue U (F)
10026,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10026,354,Williamsburg Bridge
10026,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10026,354,MTA Subway - Hewes St (J/M/Z)
10026,354,MTA Subway  - Lorimer St (J/M)
10026,354,Agape Love International
10026,354,MTA Subway - Broadway (G)
10026,354,MTA Subway - Flushing Ave (G)
10026,354,MTA Subway - Carroll St (F/G)
10026,354,MTA Subway - Smith/9th St (F/G)
10026,354,MTA Subway - 4th Ave/9th St (F/G/R)
10026,354,Ali Forney Center
10026,354,MTA Subway - 36th St (D/N/R)
10026,354,MTA Subway - 9th Ave (D)
10026,354,MTA Subway - 62nd St/New Utrecht Ave (D/N)
10026,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10026,354,Coney Island Beach & Boardwalk
10026,354,David's Check Cashing
10026,354,McDonald's
10026,354,Coney Island Beach & Boardwalk
10026,354,MTA Subway - Lexington Ave/63rd St (F/Q)
10026,354,Apple Fifth Avenue
10026,354,MTA Subway - Lexington Ave/59th St (4/5/6/N/R/W)
10026,354,MTA Subway  - Lorimer St (J/M)
10026,354,Agape Love International
10026,354,Agape Love International
10026,354,MTA Subway - Hewes St (J/M/Z)
10026,354,MTA Subway - Marcy Ave (J/M/Z)
10026,354,Williamsburg Bridge
10026,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10026,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10026,354,MTA Subway - Bowery (J/Z)
10026,354,MTA Subway - Canal St (6/J/N/Q/R/W/Z)
10026,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10026,354,MTA Subway - Parkside Ave (Q)
10026,354,MTA Subway - Church Ave (B/Q)
10026,354,MTA Subway - Cortelyou Rd (Q)
10026,354,MTA Subway - Kings Highway (B/Q)
10026,354,MTA Subway - Brighton Beach (B/Q)
10026,354,MTA Subway - Ocean Parkway (Q)
10026,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10026,354,MTA Subway - Neptune Ave (F)
10026,354,MTA Subway - Fulton St (A/C/J/Z/2/3/4/5)
10026,354,MTA Subway - Brooklyn Bridge/City Hall/Chambers St (4/5/6/J/Z)
10026,354,MTA Subway - Canal St (6/J/N/Q/R/W/Z)
10026,354,MTA Subway  - Lorimer St (J/M)
10026,354,Agape Love International
10026,354,Agape Love International
10026,354,MTA Subway - Marcy Ave (J/M/Z)
10026,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10026,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10026,354,MTA Subway - Ditmas Ave (F)
10026,354,MTA Subway - Bay Pkwy (F)
10026,354,Island Food Court
10026,354,Coney Island Beach & Boardwalk
10026,354,MTA Subway - Church Ave (F/G)
10026,354,MTA Subway - 4th Ave/9th St (F/G/R)
10026,354,MTA Subway - Carroll St (F/G)
10026,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10026,354,MTA Subway - High St/Brooklyn Bridge (A/C)
10026,354,MTA Subway - Fulton St (A/C/J/Z/2/3/4/5)
10026,354,MTA Subway - Bowery (J/Z)
10026,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10026,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10026,354,Williamsburg Bridge
10026,354,MTA Subway - Marcy Ave (J/M/Z)
10026,354,MTA Subway - Hewes St (J/M/Z)
10026,354,Agape Love International
10026,354,Laundromat
10026,354,Agape Love International
10027,354,Agape Love International
10027,354,MTA Subway - Broadway (G)
10027,354,MTA Subway  - Lorimer St (J/M)
10027,354,MTA Subway - Hewes St (J/M/Z)
10027,354,MTA Subway - Marcy Ave (J/M/Z)
10027,354,Williamsburg Bridge
10027,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10027,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10027,354,MTA Subway - York St (F)
10027,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10027,354,MTA Subway - Smith/9th St (F/G)
10027,354,MTA Subway - 4th Ave/9th St (F/G/R)
10027,354,MTA Subway - Prospect Ave (R)
10027,354,MTA Subway - 25th St (R)
10027,354,MTA Subway - 25th St (R)
10027,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10027,354,MTA Subway - 42nd St/Grand Central (4/5/6/7/S)
10027,354,Apple Grand Central
10027,354,MTA Subway - Broadway/Lafayette St (B/D/F/M/6)
10027,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10027,354,MTA Subway  - Lorimer St (J/M)
10027,354,Agape Love International
10027,354,MTA Subway  - Lorimer St (J/M)
10027,354,MTA Subway - Hewes St (J/M/Z)
10027,354,MTA Subway - Marcy Ave (J/M/Z)
10027,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10027,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10027,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10027,354,MTA Subway - Bergen St (F/G)
10027,354,MTA Subway - Carroll St (F/G)
10027,354,MTA Subway - Smith/9th St (F/G)
10027,354,MTA Subway - 4th Ave/9th St (F/G/R)
10027,354,MTA Subway - Prospect Ave (R)
10027,354,MTA Subway - 25th St (R)
10027,354,MTA Subway - Fulton St (A/C/J/Z/2/3/4/5)
10027,354,MTA Subway - 14th St (A/C/E/L)
10027,354,Apple West 14th Street
10027,354,MTA Subway - 14th St/Union Square (4/5/6/L/N/Q/R/W)
10027,354,MTA Subway - 42nd St/Grand Central (4/5/6/7/S)
10027,354,Apple Grand Central
10027,354,MTA Subway - 42nd St/Grand Central (4/5/6/7/S)
10027,354,New York Public Library - Mid-Manhattan Library
10027,354,New York Public Library
10027,354,New York Public Library - Stephen A. Schwarzman Building Celeste Bartos Forum
10027,354,MTA Subway - 5th Ave/Bryant Park (7)
10027,354,MTA Subway - 42nd St/Bryant Park (B/D/F/M/7)
10027,354,Williamsburg Bridge
10027,354,Lindsay Park Building 3
10027,354,Agape Love International
10027,354,MTA Subway - Hewes St (J/M/Z)
10027,354,MTA Subway - Marcy Ave (J/M/Z)
10027,354,Williamsburg Bridge
10027,354,MTA Subway - 4th Ave/9th St (F/G/R)
10027,354,MTA Subway - Prospect Ave (R)
10027,354,MTA Subway - 25th St (R)
10027,354,Ali Forney Center
10027,354,MTA Subway - 36th St (D/N/R)
10027,354,MTA Subway - 9th Ave (D)
10027,354,MTA Subway - Bay Parkway (D)
10027,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10027,354,Coney Island Beach & Boardwalk
10027,354,McDonald's
10027,354,Coney Island Beach & Boardwalk
10027,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10027,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10027,354,MTA Subway - Ditmas Ave (F)
10027,354,MTA Subway - 4th Ave/9th St (F/G/R)
10027,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10027,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10027,354,Agape Love International
10027,354,MTA Subway  - Lorimer St (J/M)
10027,354,MTA Subway - Hewes St (J/M/Z)
10027,354,Williamsburg Bridge
10027,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10027,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10027,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10027,354,MTA Subway - Carroll St (F/G)
10027,354,MTA Subway - Smith/9th St (F/G)
10027,354,MTA Subway - 4th Ave/9th St (F/G/R)
10027,354,MTA Subway - Prospect Ave (R)
10027,354,MTA Subway - 25th St (R)
10027,354,Ali Forney Center
10027,354,MTA Subway - 9th Ave (D)
10027,354,MTA Subway - 62nd St/New Utrecht Ave (D/N)
10027,354,MTA Subway - Bay Parkway (D)
10027,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10027,354,Coney Island Beach & Boardwalk
10027,354,McDonald's
10027,354,Agape Love International
10027,354,MTA Subway - Hewes St (J/M/Z)
10027,354,MTA Subway - Marcy Ave (J/M/Z)
10027,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10027,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10027,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10027,354,MTA Subway - Smith/9th St (F/G)
10027,354,MTA Subway - 4th Ave/9th St (F/G/R)
10027,354,MTA Subway - Prospect Ave (R)
10027,354,MTA Subway - 25th St (R)
10027,354,MTA Subway - 36th St (D/N/R)
10027,354,MTA Subway - Bay Parkway (D)
10027,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10027,354,Coney Island Beach & Boardwalk
10027,354,McDonald's
10027,354,MTA Subway - 36th St (D/N/R)
10027,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10027,354,MTA Subway - Broadway/Lafayette St (B/D/F/M/6)
10027,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10027,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10027,354,Good Luck Dry Cleaners
10027,354,MTA Subway - Flushing Ave (J/M)
10027,354,MTA Subway - Hewes St (J/M/Z)
10027,354,MTA Subway - Marcy Ave (J/M/Z)
10027,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10027,354,MTA Subway - Canal St (6/J/N/Q/R/W/Z)
10027,354,MTA Subway - DeKalb Ave (B/Q/R)
10027,354,MTA Subway - Kings Highway (B/Q)
10027,354,MTA Subway - Neck Rd (Q)
10027,354,MTA Subway - Brighton Beach (B/Q)
10027,354,Luna Park
10027,354,Coney Tower
10028,354,Agape Love International
10028,354,MTA Subway - Flushing Ave (J/M)
10028,354,MTA Subway - Marcy Ave (J/M/Z)
10028,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10028,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10028,354,MTA Subway - W. 4th Street/Washington Square (A/B/C/D/E/F/M)
10028,354,MTA Subway - 14th St (A/C/E/L)
10028,354,MTA Subway - 23rd St (C/E)
10028,354,MTA Subway - 23rd St (C/E)
10028,354,MTA Subway - 59th St/Columbus Circle (A/B/C/D/1)
10028,354,MTA Subway - 110th St/Cathedral Parkway (B/C)
10028,354,Central Park
10028,354,Central Park - North End
10028,354,BP
10028,354,SUBWAY
10028,354,New York Public Library - 115th Street Library
10028,354,MTA Subway - 103rd St (B/C)
10028,354,MTA Subway - 96th St (B/C)
10028,354,MTA Subway - 86th St (B/C)
10028,354,MTA Subway - 81st St/Museum of Natural History (B/C)
10028,354,MTA Subway - 72nd St (B/C)
10028,354,MTA Subway - 59th St/Columbus Circle (A/B/C/D/1)
10028,354,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
10028,354,MTA Subway - 34th St/Penn Station (A/C/E)
10028,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10028,354,Williamsburg Bridge
10028,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10028,354,MTA Subway - Marcy Ave (J/M/Z)
10028,354,MTA Subway - Hewes St (J/M/Z)
10028,354,Food Bazaar Supermarket
10028,354,US Post Office
10028,354,MTA Subway - Hewes St (J/M/Z)
10028,354,MTA Subway - Marcy Ave (J/M/Z)
10028,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10028,354,MTA Subway - Broadway/Lafayette St (B/D/F/M/6)
10028,354,MTA Subway - World Trade Center (E)
10028,354,New York Public Library - Battery Park City
10028,354,American Express Tower
10028,354,American Express HQ Cafeteria
10028,354,SUBWAY
10028,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10028,354,McDonald's
10028,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10028,354,Coney Island Beach & Boardwalk
10028,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10028,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10028,354,Agape Love International
10028,354,MTA Subway  - Lorimer St (J/M)
10028,354,MTA Subway - Hewes St (J/M/Z)
10028,354,MTA Subway - Marcy Ave (J/M/Z)
10028,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10028,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10028,354,MTA Subway - 4th Ave/9th St (F/G/R)
10028,354,MTA Subway - 25th St (R)
10028,354,Ali Forney Center
10028,354,MTA Subway - 36th St (D/N/R)
10028,354,MTA Subway - Bay Parkway (N)
10028,354,McDonald's
10028,354,Coney Island Beach & Boardwalk
10028,354,David's Check Cashing
10028,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10028,354,MTA Subway - 4th Ave/9th St (F/G/R)
10028,354,MTA Subway - Broadway (G)
10028,354,Agape Love International
10028,354,MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)
10028,354,MTA Subway - 69th St/Fisk Ave (7)
10028,354,MTA Subway - 61st St/Woodside (7)
10028,354,MTA Subway - 52nd St/Lincoln Ave (7)
10028,354,MTA Subway - 40th St/Lowery St (7)
10028,354,MTA Subway - 33rd St/Rawson St (7)
10028,354,MTA Subway - Court Square (E/G/M/7)
10028,354,MTA Subway - Queensboro Plaza (N/W/7)
10028,354,Agape Love International
10028,354,MTA Subway - 116th St (6)
10028,354,MTA Subway - Canal St (6/J/N/Q/R/W/Z)
10028,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10028,354,MTA Subway - Court Square (E/G/M/7)
10028,354,MTA Subway - 50th St (C/E)
10028,354,FIAT of Manhattan
10028,354,MTA Subway - 50th St (C/E)
10028,354,MTA Subway - 14th St (A/C/E/L)
10028,354,MTA Subway - Montrose Ave (L)
10028,354,Agape Love International
10029,354,Agape Love International
10029,354,MTA Subway - Flushing Ave (J/M)
10029,354,MTA Subway - Hewes St (J/M/Z)
10029,354,MTA Subway - Marcy Ave (J/M/Z)
10029,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10029,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10029,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10029,354,MTA Subway - Smith/9th St (F/G)
10029,354,MTA Subway - 4th Ave/9th St (F/G/R)
10029,354,MTA Subway - 25th St (R)
10029,354,Ali Forney Center
10029,354,MTA Subway - 36th St (D/N/R)
10029,354,McDonald's
10029,354,MTA Subway - Fort Hamilton Pkwy (D)
10029,354,MTA Subway - 62nd St/New Utrecht Ave (D/N)
10029,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10029,354,McDonald's
10029,354,Coney Island Beach & Boardwalk
10029,354,Luna Park
10029,354,Coney Tower
10029,354,Incredible Edibles
10029,354,Coney Tower
10029,354,The Cyclone
10029,354,The Cyclone Cafè
10029,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10029,354,MTA Subway - Neptune Ave (F)
10029,354,MTA Subway - Kings Highway (F)
10029,354,MTA Subway - Bay Pkwy (F)
10029,354,MTA Subway - Ditmas Ave (F)
10029,354,MTA Subway - 4th Ave/9th St (F/G/R)
10029,354,MTA Subway - Smith/9th St (F/G)
10029,354,MTA Subway - Broadway (G)
10029,354,Agape Love International
10029,354,Agape Love International
10029,354,MTA Subway  - Lorimer St (J/M)
10029,354,MTA Subway - Hewes St (J/M/Z)
10029,354,MTA Subway - Marcy Ave (J/M/Z)
10029,354,Williamsburg Bridge
10029,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10029,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10029,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10029,354,MTA Subway - 4th Ave/9th St (F/G/R)
10029,354,MTA Subway - Fort Hamilton Pkwy (F/G)
10029,354,MTA Subway - Kings Highway (F)
10029,354,MTA Subway - Bay Pkwy (F)
10029,354,MTA Subway - Neptune Ave (F)
10029,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10029,354,McDonald's
10029,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10029,354,Coney Island Beach & Boardwalk
10029,354,MTA Subway - Neptune Ave (F)
10029,354,MTA Subway - Bay Pkwy (F)
10029,354,MTA Subway - Fort Hamilton Pkwy (F/G)
10029,354,MTA Subway - 4th Ave/9th St (F/G/R)
10029,354,MTA Bus Q39 Court Square
10029,354,MTA Subway - Court Square (E/G/M/7)
10029,354,FedEx Ship Center
10029,354,MTA Subway - 40th St/Lowery St (7)
10029,354,Forest Park
10029,354,MTA Subway - 104th St (J/Z)
10029,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10029,354,MTA Subway - Smith/9th St (F/G)
10029,354,MTA Subway - 4th Ave/9th St (F/G/R)
10029,354,MTA Subway - 25th St (R)
10029,354,MTA Subway - 36th St (D/N/R)
10029,354,MTA Subway - 9th Ave (D)
10029,354,MTA Subway - 62nd St/New Utrecht Ave (D/N)
10029,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10029,354,McDonald's
10029,354,MTA Subway - Broadway (G)
10029,354,Agape Love International
10029,354,MTA Subway - Smith/9th St (F/G)
10029,354,MTA Subway - 4th Ave/9th St (F/G/R)
10029,354,MTA Subway - Ditmas Ave (F)
10029,354,MTA Subway - Bay Pkwy (F)
10029,354,MTA Subway - Kings Highway (F)
10029,354,MTA Subway - Neptune Ave (F)
10029,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10029,354,Coney Island Beach & Boardwalk
10029,354,McDonald's
10029,354,MTA Subway - Neptune Ave (F)
10029,354,McDonald's
10029,354,McDonald's
10029,354,Luna Park
10029,354,Coney Island Beach & Boardwalk
10029,354,Island Food Court
10029,354,MTA Subway - Neptune Ave (F)
10029,354,MTA Subway - Court Square (E/G/M/7)
10029,354,MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)
10029,354,MTA Subway - 42nd St/Grand Central (4/5/6/7/S)
10029,354,McDonald's
10029,354,McDonald's
10029,354,Madison Square Garden
10029,354,Starbucks
10029,354,Rosa's Pizza & Pasta
10029,354,Jamba Juice Penn Station
10029,354,Chickpea
10029,354,MTA Subway - Forest Hills/71st Ave (E/F/M/R)
10029,354,McDonald's
10029,354,Union Square Park
10029,354,Union Square Metronome
10029,354,#OccupyUnionSquare
10029,354,MTA Subway - 14th St/Union Square (4/5/6/L/N/Q/R/W)
10029,354,MTA Subway - 34th St/Herald Sq (B/D/F/M/N/Q/R/W)
10029,354,McDonald's
10029,354,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
10029,354,Hudson News
10030,354,MTA Subway - Woodhaven Blvd/Slattery Plaza (M/R)
10030,354,Queens Center Mall
10030,354,MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)
10030,354,MTA Subway - 69th St/Fisk Ave (7)
10030,354,MTA Subway - 61st St/Woodside (7)
10030,354,MTA Subway - 40th St/Lowery St (7)
10030,354,MTA Subway - 33rd St/Rawson St (7)
10030,354,MTA Subway - Queensboro Plaza (N/W/7)
10030,354,MTA Subway - Court Square (E/G/M/7)
10030,354,MTA Subway - 42nd St/Grand Central (4/5/6/7/S)
10030,354,MTA Subway - 5th Ave/Bryant Park (7)
10030,354,New York Public Library - Mid-Manhattan Library
10030,354,Andaz 5th Avenue
10030,354,Jamba Juice Bryant Park
10030,354,MTA Subway - 34th St/Herald Sq (B/D/F/M/N/Q/R/W)
10030,354,MTA Subway - 14th St/Union Square (4/5/6/L/N/Q/R/W)
10030,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10030,354,MTA Subway - Manhattan Bridge (B/D/N/Q)
10030,354,Manhattan Bridge
10030,354,MTA Subway - Kings Highway (B/Q)
10030,354,MTA Subway - Brighton Beach (B/Q)
10030,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10030,354,Coney Island Beach & Boardwalk
10030,354,McDonald's
10030,354,Lexington Plaza
10030,354,MTA Subway - 33rd St (6)
10030,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10030,354,MTA Subway - Kings Highway (B/Q)
10030,354,MTA Subway - Brighton Beach (B/Q)
10030,354,MTA Subway - Ocean Parkway (Q)
10030,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10030,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10030,354,Coney Island Beach & Boardwalk
10030,354,MTA Subway - Kings Highway (F)
10030,354,MTA Subway - Bay Pkwy (F)
10030,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10030,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10030,354,One Park Ave
10030,354,Lexington Plaza
10030,354,Lexington Plaza
10030,354,Chipotle Mexican Grill
10030,354,Guy & Gallard
10030,354,Wolfgang's Steakhouse
10030,354,Cosi
10030,354,PS 450
10030,354,Natureworks
10030,354,Crumbs Bake Shop
10030,354,Artisanal Fromagerie & Bistro
10030,354,Guy & Gallard
10030,354,One Park Ave
10030,354,Chipotle Mexican Grill
10030,354,MTA Subway - 33rd St (6)
10030,354,MTA Subway - N Train
10030,354,MTA Subway - Canal St (6/J/N/Q/R/W/Z)
10030,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10030,354,MTA Subway - Bay Parkway (D)
10030,354,McDonald's
10030,354,David's Check Cashing
10030,354,Coney Island Beach & Boardwalk
10030,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10030,354,MTA Subway - Kings Highway (N)
10030,354,MTA Subway - Bay Parkway (N)
10030,354,MTA Subway - 62nd St/New Utrecht Ave (D/N)
10030,354,Lexington Plaza
10030,354,MTA Subway - 14th St/Union Square (4/5/6/L/N/Q/R/W)
10030,354,MTA Subway - Astor Pl (6)
10030,354,MTA Subway - Canal St (6/J/N/Q/R/W/Z)
10030,354,Williamsburg Bridge
10030,354,MTA Subway - Hewes St (J/M/Z)
10030,354,Agape Love International
10030,354,Agape Love International
10030,354,Food Bazaar Supermarket
10030,354,McDonald's
10030,354,US Post Office
10030,354,MTA Subway - Flushing Ave (J/M)
10030,354,MTA Subway  - Lorimer St (J/M)
10030,354,Laundromat
10030,354,Walgreens
10030,354,MTA Subway - Marcy Ave (J/M/Z)
10030,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10030,354,MTA Subway - W. 4th Street/Washington Square (A/B/C/D/E/F/M)
10030,354,MTA Subway - 161st St/Yankee Stadium (4/B/D)
10030,354,Yankee Stadium
10030,354,MTA Subway - 161st St/Yankee Stadium (4/B/D)
10030,354,MTA Subway - W. 4th Street/Washington Square (A/B/C/D/E/F/M)
10030,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10030,354,MTA Subway - Flushing Ave (J/M)
10030,354,Agape Love International
10030,354,MTA Subway - Flushing Ave (J/M)
10030,354,MTA Subway  - Lorimer St (J/M)
10030,354,MTA Subway - Hewes St (J/M/Z)
10030,354,MTA Subway - Marcy Ave (J/M/Z)
10030,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10030,354,MTA Subway - Canal St (6/J/N/Q/R/W/Z)
10030,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10030,354,MTA Subway - Manhattan Bridge (B/D/N/Q)
10030,354,Manhattan Bridge
10030,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10030,354,MTA Subway - 36th St (D/N/R)
10030,354,MTA Subway - Bay Parkway (N)
10030,354,MTA Subway - Kings Highway (N)
10030,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10030,354,Coney Island Beach & Boardwalk
10030,354,McDonald's
10030,354,Island Food Court
10030,354,Baskin-Robbins
10030,354,Coney Island Beach & Boardwalk
10030,354,Coney Island Beach & Boardwalk
10030,354,Luna Park
10030,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10030,354,MTA Subway - Marcy Ave (J/M/Z)
10030,354,MTA Subway - Hewes St (J/M/Z)
10030,354,Agape Love International
10031,354,Agape Love International
10031,354,MTA Subway - Hewes St (J/M/Z)
10031,354,MTA Subway - Marcy Ave (J/M/Z)
10031,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10031,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10031,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10031,354,MTA Subway - Smith/9th St (F/G)
10031,354,MTA Subway - 4th Ave/9th St (F/G/R)
10031,354,MTA Subway - Prospect Ave (R)
10031,354,MTA Subway - 25th St (R)
10031,354,Ali Forney Center
10031,354,Ali Forney Center
10031,354,McDonald's
10031,354,MTA Subway - 36th St (D/N/R)
10031,354,MTA Subway - 8th Ave (N)
10031,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10031,354,McDonald's
10031,354,Coney Island Beach & Boardwalk
10031,354,MTA Subway - Neptune Ave (F)
10031,354,MTA Subway - Kings Highway (F)
10031,354,MTA Subway - Bay Pkwy (F)
10031,354,MTA Subway - Smith/9th St (F/G)
10031,354,Agape Love International
10031,354,MTA Subway - Marcy Ave (J/M/Z)
10031,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10031,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10031,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10031,354,MTA Subway - Smith/9th St (F/G)
10031,354,FedEx Ship Center
10031,354,Dunkin Donuts
10031,354,MTA Subway - Atlantic Ave/Barclays Center (B/D/N/Q/R/2/3/4/5)
10031,354,MTA Subway - W. 4th Street/Washington Square (A/B/C/D/E/F/M)
10031,354,MTA Subway - 125th St (A/B/C/D)
10031,354,Manhattan Bridge
10031,354,MTA Subway - 145th St (A/B/C/D)
10031,354,MTA Subway - 163rd St/Amsterdam Ave (C)
10031,354,MTA Subway - 168th St (A/C/1)
10031,354,MTA Subway - W. 4th Street/Washington Square (A/B/C/D/E/F/M)
10031,354,MTA Subway - Marcy Ave (J/M/Z)
10031,354,Agape Love International
10031,354,Agape Love International
10031,354,MTA Subway - Hewes St (J/M/Z)
10031,354,MTA Subway - Marcy Ave (J/M/Z)
10031,354,MTA Subway - Williamsburg Bridge (J/M/Z)
10031,354,MTA Subway - Delancey St/Essex St (F/J/M/Z)
10031,354,MTA Subway - Jay St/MetroTech (A/C/F/R)
10031,354,MTA Subway - Smith/9th St (F/G)
10031,354,MTA Subway - 4th Ave/9th St (F/G/R)
10031,354,MTA Subway - Fort Hamilton Pkwy (F/G)
10031,354,MTA Subway - Bay Pkwy (F)
10031,354,MTA Subway - Kings Highway (F)
10031,354,MTA Subway - Neptune Ave (F)
10031,354,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
10031,354,McDonald's
10031,354,Coney Island Beach & Boardwalk
10031,354,David's Check Cashing
10031,354,Island Food Court
10031,354,McDonald's
